flt,10.559998512268068,fb40251eb820000001,Next in succession
flt,295147905179352830000.0,fa61800000,2<sup>68</sup> (diagnostic notation truncates precision)
flt,2.0,f94000,Number without a fractional part
flt,-5.960464477539063e-8,f98001,Largest negative subnormal f16
flt,-5.960464477539062e-8,fbbe6fffffffffffff,Adjacent to largest negative subnormal f16
flt,-5.960464477539064e-8,fbbe70000000000001,"-""-"
flt,-5.960465188081798e-8,fab3800001,"-""-"
flt,0.0000609755516052246,fb3f0ff7ffffffffff,Adjacent to largest subnormal f16
flt,0.000060975551605224616,fb3f0ff80000000001,"-""-"
flt,0.000060975555243203416,fa387fc001,"-""-"
flt,0.00006103515624999999,fb3f0fffffffffffff,Adjacent to smallest f16
flt,0.00006103515625000001,fb3f10000000000001,"-""-"
flt,0.00006103516352595761,fa38800001,"-""-"
flt,65503.99999999999,fb40effbffffffffff,Adjacent to largest f16
flt,65504.00000000001,fb40effc0000000001,"-""-"
flt,65504.00390625,fa477fe001,"-""-"
flt,1.4012984643248169e-45,fb369fffffffffffff,Adjacent to smallest subnormal f32
flt,1.4012984643248174e-45,fb36a0000000000001,"-""-"
flt,1.175494210692441e-38,fb380fffffbfffffff,Adjacent to largest subnormal f32
flt,1.1754942106924412e-38,fb380fffffc0000001,"-""-"
flt,1.1754943508222874e-38,fb380fffffffffffff,Adjacent to smallest f32
flt,1.1754943508222878e-38,fb3810000000000001,"-""-"
flt,3.4028234663852882e+38,fb47efffffdfffffff,Adjacent to largest f32
flt,3.402823466385289e+38,fb47efffffe0000001,"-""-"
flt,float'7e01',f97e01,f16 qNaN with non-zero payload
flt,float'7f800001',fa7f800001, f32 sNan with payload of rightmost bit set -- no shorter encoding
flt,float'7fbfe000',f97dff, f32 sNaN with 9 bit payload -- shortens to f16
flt,float'7fbff000',fa7fbff000, f32 sNaN with 10 bit payload -- no shorter encoding
flt,float'7fc00000',f97e00, f32 qNaN with zero payload -- shortens to f16
flt,float'7ff0000000000001',fb7ff0000000000001, f64 sNaN with payload of rightmost bit set -- no shorter encoding
flt,float'7ff00000000003ff',fb7ff00000000003ff, f64 sNaN with 10 rightmost payload bits set -- no shorter encoding
flt,float'7ff0000020000000',fa7f800001, f64 sNaN with 23rd leftmost payload bit set -- shortens to f32
flt,float'7ff43d7c40000000',fa7fa1ebe2, f64 sNaN with randomly chosen bit pattern -- shortens to f32
flt,float'7ff7fffff0000000',fb7ff7fffff0000000, f64 sNaN with 23 leftmost payload bits set -- no shorter encoding
flt,float'7ff8000000000000',f97e00, f64 qNaN -- shortens to f16
flt,float'7fffe000',f97fff, f32 qNaN with 9 bit payload -- shortens to f16
flt,float'7ffff000',fa7ffff000, f32 qNaN with 10 bit payload -- no shorter encoding
flt,float'7ffffc0000000000',f97fff, f64 qNaN with 9 leftmost payload bits set -- shortens to f16
flt,float'7fffffffe0000000',fa7fffffff, f64 qNaN with 22 leftmost payload bits set -- shortens to f32
flt,float'7fffffffffffffff',fb7fffffffffffffff, f64 qNaN with all bits set -- no shorter encoding
flt,float'fe00',f9fe00,negative NaN with zero payload
flt,float'fff0000000000001',fbfff0000000000001, f64 negative sNaN with payload of rightmost bit set -- no shorter encoding
flt,float'fff8000000000000',f9fe00, f64 negative qNaN with zero payload -- shortens to f16
flt,float'ffffffffe0000000',faffffffff, f64 negative qNaN with 22 leftmost payload bits set -- shortens to f32
bad,"{""b"":0,""a"":1}",a2616200616101,Incorrect map key ordering
bad,"[4, 5]",98020405,Array length not in preferred serialization
bad,255,1900ff,Integer not in preferred serialization
bad,-18446744073709551617,c34a00010000000000000000,Bignum with leading zero bytes
bad,10.5,fa41280000,Not in preferred serialization
bad,NaN,fa7fc00000,Not in preferred serialization
bad,65536,c243010000,Integer value too small for bignum
bad,"(_ h'01', h'0203')",5f4101420203ff,Indefinite length encoding
bad,"",f818,Simple values 24..31 not in use
bad,"",fc,Reserved (ai = 28..30)
